DK's(keep),TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,archiveType,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse,Remaining issues,last updated
,IC95THHU01B,matlab,NevadoHuascaran.Thompson.1995,Nevado Huascaran Core 2,,-9,-77.5,6048,10.1126/science.269.5220.46,,,GlacierIce,d18O,glacier ice,,,,d18O,permil,,T,air@surface,thermal year (Aug-Jul) (but 80% of precipitation from Nov to May),,,positive,-43,56,,0,,FALSE,TO,TO: thermal year (Aug-Jul) annual values,http://lipdverse.org/globalHolocene/0_27_0/NevadoHuascaran.Thompson.1995.html,,before July 15
,IC95THHU02C,matlab,NevadoHuascaran.Thompson.1995,Nevado Huascaran Core 2,,-9,-77.5,6048,10.1126/science.269.5220.46,,,GlacierIce,d18O,glacier ice,,,,d18O,permil,,T,air@surface,annual (but 80% of precipitation from Nov to May),,,positive,-43.5,56.5,,0,,FALSE,TO,TO: monthly values,http://lipdverse.org/globalHolocene/0_27_0/NevadoHuascaran.Thompson.1995.html,,before July 15
,GHff13b018,matlab,NewLong.Newby.2014,New Long Pond,,41.833,-70.67,29,10.1016/j.quascirev.2009.02.020,10.1002/2014GL060183,,LakeSediment,stratigraphy,,,,Elevation below modern,lakeLevel,cm,,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,annual,114.3729454,negative,50,11900,50,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/NewLong.Newby.2014.html,,before July 15
,GHdf07dedd,matlab,NewLong.Newby.2014,New Long Pond,,41.833,-70.67,29,10.1016/j.quascirev.2009.02.020,10.1002/2014GL060183,,LakeSediment,stratigraphy,,,,"Elevation below modern, upper bound",lakeLevelHi,cm,,,eff,1 2 3 4 5 6 7 8 9 10 11 12,annual,92.81940336,negative,50,11900,50,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NewLong.Newby.2014.html,,before July 15
,GHb182de2e,matlab,NewLong.Newby.2014,New Long Pond,,41.833,-70.67,29,10.1016/j.quascirev.2009.02.020,10.1002/2014GL060183,,LakeSediment,stratigraphy,,,,"Elevation below modern, lower bound",lakeLevelLo,cm,,,eff,1 2 3 4 5 6 7 8 9 10 11 12,annual,135.9264706,negative,50,11900,50,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NewLong.Newby.2014.html,,before July 15
,WEBdf95c735,matlab,NH-8P.Bhattacharya.2018,Mexican Marin,,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,https://www.ncdc.noaa.gov/paleo/study/24890,MarineSediment,,,,,,dD,permil,,,,,,-157.4210345,,1460,24266,358.8,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NH-8P.Bhattacharya.2018.html,,before July 15
,WEB3fc1b0ef,matlab,NH-8P.Bhattacharya.2018,Mexican Marin,,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,https://www.ncdc.noaa.gov/paleo/study/24890,MarineSediment,,,,,,dD,permil,,M,,,,-158.0075862,,1460,24266,358.8,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NH-8P.Bhattacharya.2018.html,,before July 15
,WEBd58f99c9,matlab,NH-8P.Bhattacharya.2018,Mexican Marin,,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,https://www.ncdc.noaa.gov/paleo/study/24890,MarineSediment,,,,,,d13C,permil,,,,,,-24.82824138,,1460,24266,358.8,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NH-8P.Bhattacharya.2018.html,,before July 15
,WEBdf73c287,matlab,NH-8P.Bhattacharya.2018,Mexican Marin,,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,https://www.ncdc.noaa.gov/paleo/study/24890,MarineSediment,dD,,,,,JASPrecipPercent,percent,,M,monsoon,Summer,,63.6427931,positive,1460,24266,358.8,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/NH-8P.Bhattacharya.2018.html,,before July 15
,WEBe7b23475,matlab,NH-8P.Bhattacharya.2018,Mexican Marin,,22.23,-107.05,-1018,10.1038/s41561-018-0220-7,10.1029/98PA02508,https://www.ncdc.noaa.gov/paleo/study/24890,MarineSediment,,,,,,JASerror,,,,,,,8.076137931,,1460,24266,358.8,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NH-8P.Bhattacharya.2018.html,,before July 15
,GHaa705743,matlab,Nichols.Corser.2014,Corser,,60.53,-145.45,70,10.1177/0959683614540729,,,Peat,GDGT,,,,,temperature,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.911222222,positive,103,11116,213,0,,FALSE,CCR,Duplicate replaced by updated,http://lipdverse.org/globalHolocene/0_27_0/Nichols.Corser.2014.html,,before July 15
,GHc7e6c6cb,matlab,Nichols.Corser.2014,Corser,,60.53,-145.45,70,10.1177/0959683614540729,,,Peat,dD,,,,,dD,permil,,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,annual,-119.0107,negative,103,11116,213,0,,FALSE,CCR,Duplicate replaced by updated,http://lipdverse.org/globalHolocene/0_27_0/Nichols.Corser.2014.html,,before July 15
,R37h8YfFgO4,holoXL2lipd,NikolayLake.Andreev.2004,Nikolay Lake,,73.33,124.2,2,10.1016/j.palaeo.2004.02.010,,,LakeSediment,chironomid,,,,,uncertaintyHigh,,,,,,,10.63909524,,95,10210,407.5,0.6920415225,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NikolayLake.Andreev.2004.html,,before July 15
,R0LCoZ2rpyg,holoXL2lipd,NikolayLake.Andreev.2004,Nikolay Lake,,73.33,124.2,2,10.1016/j.palaeo.2004.02.010,,,LakeSediment,chironomid,,,,,uncertaintyLow,,,,,,,7.678190476,,95,10210,407.5,0.6920415225,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NikolayLake.Andreev.2004.html,,before July 15
,Ruhit0SK2Ui,holoXL2lipd,NikolayLake.Andreev.2004,Nikolay Lake,,73.33,124.2,2,10.1016/j.palaeo.2004.02.010,,,LakeSediment,chironomid,,,,,ReliabIeYN1,,,,,,,,,95,10210,407.5,0.6920415225,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NikolayLake.Andreev.2004.html,,before July 15
,M2L4jdixk1iP,unknown,Nina.Liu.1990,Nina,,46.6,-81.5,380,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,811.7282941,,11,11426,218,0.2628120894,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nina.Liu.1990.html,,before July 15
,GH3947fbaf,matlab,NIOP905_TEX86,NIOP-905,,10.6,51.9,-1567,10.1029/2005PA001215,,,MarineSediment,,,,,,TEX86,,,,,,,0.4355820896,,19,14651,169,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NIOP905_TEX86.html,,before July 15
,O2kLR_146,matlab,NIOP905_UK37,NIOP-905,,10.6,51.9,-1567,10.1029/2005PA001215,,,MarineSediment,,,,,,Uk37,,,,,,,0.8996865672,,19,14651,169,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NIOP905_UK37.html,,before July 15
,PYTDOUS0TR8,matlab,njulla.Bigler.2003,Njulla,,68.37,18.7,999,10.1023/A:1022850925937,,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,temperature,degC,abs,T,air@surface,7,summer,9.860942308,,-48,9476.78,183.16,0.524946508,,FALSE,DSK,fails geochronology; >3000 year gap,http://lipdverse.org/globalHolocene/0_27_0/njulla.Bigler.2003.html,,before July 15
,PYTWTITR7KF,matlab,njulla.Bigler.2003,Njulla,,68.37,18.7,999,10.1023/A:1022850925937,,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,temperature,degC,,T,air@surface,7,summer,-0.006833333333,,336.88,9861.2,183.16,0.5249718615,,FALSE,DSK,fails geochronology; >3000 year gap,http://lipdverse.org/globalHolocene/0_27_0/njulla.Bigler.2003.html,,before July 15
,PYT2ED9T23H,matlab,njulla.Bigler.2003,Njulla,,68.37,18.7,999,10.1023/A:1022850925937,,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,temperature,degC,abs,T,air@surface,7,summer,9.561986667,,-48,10270.11,102.47,0.4845848707,,FALSE,DSK,fails geochronology; >3000 year gap,http://lipdverse.org/globalHolocene/0_27_0/njulla.Bigler.2003.html,,before July 15
,PYT9IIFJEND,matlab,njulla.Bigler.2003,Njulla,,68.37,18.7,999,10.1023/A:1022850925937,,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,temperature,degC,,T,air@surface,7,summer,-0.006833333333,,336.88,9861.2,183.16,0.5249718615,,FALSE,CCR,DUPLICATE?,http://lipdverse.org/globalHolocene/0_27_0/njulla.Bigler.2003.html,,before July 15
,RVTfCORgDOg,holoXL2lipd,Njulla.Larocque&Hall.2004,Njulla,,68.37,18.7,999,10.1016/j.quascirev.2004.04.006,10.1023/A:1022850925937,,LakeSediment,chironomid,,,,,reliable,,,,,,,,,-48,10270.11,102.47,0.4845848707,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Njulla.Larocque&Hall.2004.html,,before July 15
,GH8d2bed43,matlab,No_Bottom_Pond.Marsicek.2013,No Bottom Lake,,41.285,-70.114,8,10.1016/j.quascirev.2013.09.001,,,LakeSediment,pollen,,,,,AnnualPrecipitation,mm/yr,,M,annual precipitation,1 2 3 4 5 6 7 8 9 10 11 12,annual,1045.812747,positive,0,11000,50,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/No_Bottom_Pond.Marsicek.2013.html,,before July 15
,M2Lsho9d4q7P,unknown,NoBottom.Dunwiddie.1990,No Bottom,,41.28,-70.21,6,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,1016.163756,,-32,16548,227.5,0.4155585106,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/NoBottom.Dunwiddie.1990.html,,before July 15
,PYT9XKF8IP7,matlab,north.Axford.2013,North Lake,,69.2417,-50.0267,190,10.1016/j.quascirev.2012.10.024,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,TOC,,,,,OM,percent,,T,air@surface,Summer,,25.15706796,,-52,7271,62.5,0.8193363376,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/north.Axford.2013.html,,before July 15
,PYTY2LX1D7S,matlab,north.Axford.2013,North Lake,,69.2417,-50.0267,190,10.1016/j.quascirev.2012.10.024,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,BSi,,,,,BSi,percent,,T,air@surface,Summer,,17.24072093,,-43,7076,136,0.8428150021,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/north.Axford.2013.html,,before July 15
,WEB1a784327,lipd.net,NorthGRIP.Gkinis.2014,North GRIP,,75.1,-42.32,2925,10.1016/j.epsl.2014.08.022,,,GlacierIce,,,,,,uncertainty.temperature,,,,,,,-28.80197468,,150,16000,10,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NorthGRIP.Gkinis.2014.html,,before July 15
,WEB0fee2851,lipd.net,NorthGRIP.Gkinis.2014,North GRIP,,75.1,-42.32,2925,10.1016/j.epsl.2014.08.022,,,GlacierIce,,,,,,temperature,degC,,,,,,-33.00197468,,150,16000,10,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NorthGRIP.Gkinis.2014.html,,before July 15
,WEB85c444c2,lipd.net,NorthGRIP.Gkinis.2014,North GRIP,,75.1,-42.32,2925,10.1016/j.epsl.2014.08.022,,,GlacierIce,,,,,,uncertainty.temperature,degC,,,,,,-30.91242194,,150,16000,10,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NorthGRIP.Gkinis.2014.html,,before July 15
,M2L2su9xrb7P,unknown,NorthPond.Whitehead.1978,North Pond,,42.65,-73.05,586,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,960.6992895,,-105,13083,225,1.07393639,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/NorthPond.Whitehead.1978.html,,before July 15
,LPDb7ba9166,matlab,NP04KH3KH4.Tierney.2008,"NP04, KH3, KH4",,-6.7,29.8,773,10.1126/science.1160485,,,LakeSediment,,,,,,TEX86,,,,,,,0.7228947368,,1313,14580,178.5,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/NP04KH3KH4.Tierney.2008.html,,before July 15
,M2Ljbhw17vuP,unknown,Nutt.Bennett.1987,Nutt Lake,,45.22,-79.45,305,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,860.142878,,113,11080,101,0.9118263883,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nutt.Bennett.1987.html,,before July 15
,GH14bc173e,matlab,O2kLR-CapeGhirNWAf.Kim.2006,Cape Ghir,,30.85,-10.2685,,10.1130/G23251A.1,,,MarineSediment,alkenone,alkenone SST,,,"MUE1998: T(sediments) (Uk37-0.044)/0.033, [Mller et al., 1998 global (60S-60N), 0-29C, annual at 0 m, n370, R20.958]",temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,19.93680203,positive,-27.59,10502,29,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-CapeGhirNWAf.Kim.2006.html,,before July 15
,LPD05340dbbxxx,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,,,,,core,,,,,,,,,-51,1876,3,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,LPD1028d531xxx,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,alkenone,UK37,,,Alkenone (Muller),temperature,degC,abs,T,sea@surface,,,16.04321212,positive,-51,1876,3,0,,FALSE,,< 2000 year long,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,LPD637d78bb,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,,,,,Uk37,,,,,,,0.5735151515,,-51,1876,3,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,LPD06e76fcf,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,,,,,notes,,,,,,,,,-51,1876,3,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,LPD947b76ac,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,,,,,core,,,,,,,,,-51,8002,4,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,GH1b998771,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,Alkenone (Muller),,,,Uk37,,,,,,,0.5768965517,,-51,8002,4,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,GH479ef1a9,matlab,O2kLR-Tagusmudpatc.Abrantes.2005,"Tagus mud patch, southern portuguese margin, North Atlantic",,38.556,-9.3498,-90,10.1016/j.quascirev.2004.04.009,10.1038/NGEO2510,,MarineSediment,,,,,,notes,,,,,,,,,-51,8002,4,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/O2kLR-Tagusmudpatc.Abrantes.2005.html,,before July 15
,GH868af1c9,matlab,OCE326GGC26,OCE326-GGC26,,43,-55,-3975,10.1029/2006GL028495,,,MarineSediment,,,,,,Uk37,,,,,,,0.4958571429,,100,11830,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/OCE326GGC26.html,,before July 15
,LPDfa627e8d,matlab,OCE326GGC30,OCE326-GGC30,,44,-63,-250,10.1029/2006GL028495,,,MarineSediment,,,,,,Uk37,,,,,,,0.4698846154,,0,12920,70,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/OCE326GGC30.html,,before July 15
,PYTEPP7CWM9,matlab,ODP-984.Came.2007,ODP-684,,61,-25,-1648,10.1130/G23455A.1,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,MarineSediment,,,,,,d18O,permil,,,,,,1.587253521,,446,11100,77,1.032476065,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP-984.Came.2007.html,,before July 15
,LPDc8474697,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,CoreSect1H,,,,,,,2.353535354,,160,14940,120,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDe5b354a2,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Top,,,,,,,69.14646465,,160,14940,120,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD732be32c,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Bot,,,,,,,70.05555556,,160,14940,120,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDc096667d,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,sumUK37,,,,,,,1.829191919,,160,14940,120,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDdbd85317,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,core,,,,,,,,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD19d067a1,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,section,,,,,,,2.414414414,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDb60107b1,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,top,,,,,,,69.01801802,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD19e6c846,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,bot,,,,,,,70.84684685,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDec4fb49b,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,sedRate,,,,,,,0.4974774775,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD70f81095,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Corg,,,,,,,1.600990991,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDb7b957ca,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,CaCO3,,,,,,,2.661981982,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDfa474b81,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,WetBD,,,,,,,1.644414414,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDaae87ae5,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,EstDryBD,,,,,,,0.9974774775,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD0c17c7c5,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,bulkMAR,,,,,,,50.03216216,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD684c898d,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,CordMAR,,,,,,,0.780009009,,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDc8d8f169,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,CaCO3,,,,,CaCO3MAR,g/cm2/yr,,upwelling,upwelling,1 2 3 4 5 6 7 8 9 10 11 12,annual,1.464828829,negative,160,15800,110,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD067f4aa0,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,BSi,percent,,,,,,3.05516129,,1180,15800,90,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD79cfdfa2,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,core_section,,,,,,,,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD0f17c78b,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,range,,,,,,,-1.291860465,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD370773ec,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Actinocyclus_curvatulus,percent,,,,,,2.532911392,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDa501a787,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Azpeitia_nodulifer,percent,,,,,,0.42,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDcc181dde,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,A_tabularis,percent,,,,,,1.132075472,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD9a6c42df,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Coscinodiscus_radiatus,percent,,,,,,3.295121951,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPDa0de1ee4,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Delphineis,percent,,,,,,1.117333333,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD61f28797,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Hemidiscus_cuneiformis,percent,,,,,,0.675,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD28879136,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Neodenticula_seminae,percent,,,,,,2.887837838,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
,LPD32b471f6,matlab,ODP1019.Barron.2003,ODP1019,,41.682,-124.93,-980,10.1029/2002PA000768,,https://www.ncdc.noaa.gov/paleo-search/study/5867,MarineSediment,,,,,,Nitzschia_interruptestriata,percent,,,,,,1.237313433,,160,14780,130,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1019.Barron.2003.html,,before July 15
