DK's(keep),TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,archiveType,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse,Remaining issues,last updated
1042,RdMYb0NYnMr,holoXL2lipd,Stazersee.Heiri.2015,Stazersee,,46.48,9.87,1809,10.1177/0959683614556382,,,LakeSediment,chironomid,assemblage,"WA-PLS, Swiss-Norwegian calibration dataset as described in Heiri et al. 2011",7,Some potentially biased samples due to human impact and dating,temperature,degC,abs,T,,Summer,summerOnly,11.48186111,positive,-38.044,10628.824,117.455,0,Temp12k,TRUE,,; removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/Stazersee.Heiri.2015.html,,before July 15
113,LPDdb9440cb,matlab,Cadagno.Niemann.2012,Cadagno,,46.5507,8.7139,1921,10.5194/cp-8-889-2012,,,LakeSediment,GDGT,,,,,temperature,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,-0.1029787234,positive,-43.5,10942,145.75,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Cadagno.Niemann.2012.html,,before July 15
209,M2Lb65zci5bP,matlab,DavisLake.Whitlock.1981,Davis Lake,,46.59,-122.25,282,10.1016/0033-5894(81)90046-6,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-0.1684482759,positive,-11.2,29309.5,302.15,0.9158119089,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/DavisLake.Whitlock.1981.html,,before July 15
210,M2Lnwn70cm8P,matlab,DavisLake.Whitlock.1981,Davis Lake,,46.59,-122.25,282,10.1016/0033-5894(81)90046-6,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,15.43593103,positive,-11.2,29309.5,302.15,0.9158119089,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/DavisLake.Whitlock.1981.html,,before July 15
211,M2Lqsgb2az4P,matlab,DavisLake.Whitlock.1981,Davis Lake,,46.59,-122.25,282,10.1016/0033-5894(81)90046-6,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,7.107896552,positive,-11.2,29309.5,302.15,0.9158119089,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/DavisLake.Whitlock.1981.html,,before July 15
833,M2L0yno2vvgP,unknown,Nina.Liu.1990,Nina,,46.6,-81.5,380,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,3.798803922,positive,11,11426,218,0.2628120894,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nina.Liu.1990.html,,before July 15
834,M2L4uzb8pqdP,unknown,Nina.Liu.1990,Nina,,46.6,-81.5,380,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.70731373,positive,11,11426,218,0.2628120894,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nina.Liu.1990.html,,before July 15
835,M2Lbn5bjabbP,unknown,Nina.Liu.1990,Nina,,46.6,-81.5,380,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-12.86354902,positive,11,11426,218,0.2628120894,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nina.Liu.1990.html,,before July 15
133,M2L7knu3zb6P,unknown,Castor.Larouche.NA,Castor,,46.61,-73,220,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.41602439,positive,136,10900,217,0.5574136009,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Castor.Larouche.NA.html,,before July 15
134,M2Lb1ru7x97P,unknown,Castor.Larouche.NA,Castor,,46.61,-73,220,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.44995122,positive,136,10900,217,0.5574136009,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Castor.Larouche.NA.html,,before July 15
135,M2Loj175nf5P,unknown,Castor.Larouche.NA,Castor,,46.61,-73,220,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.75956098,positive,136,10900,217,0.5574136009,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Castor.Larouche.NA.html,,before July 15
114,M2L215porczP,unknown,Camp11.Brubaker.1975,Camp 11,,46.67,-88.02,549,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.451970588,positive,105,11232,327,0.9885863216,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Camp11.Brubaker.1975.html,,before July 15
115,M2L7q0kqi5iP,unknown,Camp11.Brubaker.1975,Camp 11,,46.67,-88.02,549,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-12.17308824,positive,105,11232,327,0.9885863216,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Camp11.Brubaker.1975.html,,before July 15
116,M2Le6f1uo55P,unknown,Camp11.Brubaker.1975,Camp 11,,46.67,-88.02,549,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.24158824,positive,105,11232,327,0.9885863216,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Camp11.Brubaker.1975.html,,before July 15
934,M2Lqwcq6og9P,unknown,PortageBog.Anderson.1980,Portage Bog,,46.67,-64.08,8,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-15.12339063,positive,0,12525.4,92,0.25,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageBog.Anderson.1980.html,,before July 15
935,M2LtzjgwdooP,unknown,PortageBog.Anderson.1980,Portage Bog,,46.67,-64.08,8,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,15.26146875,positive,0,12525.4,92,0.25,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageBog.Anderson.1980.html,,before July 15
936,M2Lyvpjbm0kP,unknown,PortageBog.Anderson.1980,Portage Bog,,46.67,-64.08,8,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,0.3546875,positive,0,12525.4,92,0.25,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageBog.Anderson.1980.html,,before July 15
408,RpUePkZ6ZIh,holoXL2lipd,Hinterburgsee.Heiri.2003,Hinterburgsee,,46.72,8.07,1515,10.1191/0959683603hl640ft,,,LakeSediment,chironomid,assemblage,"WA-PLS, Swiss calibration dataset, 2003",7,"2003 record, some potentially biased samples due to human impact and dating",temperature,degC,abs,T,air@surface,Summer,summerOnly,11.90948936,positive,-40.9,12901,201,1.494904866,Temp12k,TRUE,,removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/Hinterburgsee.Heiri.2003.html,,before July 15
409,RtjepH1yLMd,holoXL2lipd,Hinterburgsee.Heiri.2004,Hinterburgsee,,46.72,8.07,1515,10.1073/pnas.0406594101,,,LakeSediment,chironomid,assemblage,"WA-PLS, Swiss calibration dataset, 2003",7,"2004 record, some potentially biased samples due to dating, youngest section not included",temperature,degC,abs,T,air@surface,Summer,summerOnly,11.89517742,positive,-29.35,12532.16,154.85,1.496340201,Temp12k,TRUE,,removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/Hinterburgsee.Heiri.2004.html,,before July 15
410,RD1FZyd0zs4,holoXL2lipd,Hinterburgsee.Heiri.2015,Hinterburgsee,,46.72,8.07,1515,10.1177/0959683614556382,,,LakeSediment,chironomid,assemblage,"WA-PLS, Swiss-Norwegian calibration dataset as described in Heiri et al. 2011",7,"2015 recalibrated record, some potentially biased samples due to human impact and dating",temperature,degC,abs,T,air@surface,Summer,summerOnly,11.25674468,positive,-34.882,12294.259,195.673,1.495652388,Temp12k,TRUE,,removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/Hinterburgsee.Heiri.2015.html,,before July 15
526,M2L1vo2cyx4P,unknown,LacColin.Mott.1977,Lac Colin,,46.72,-70.3,658,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,2.658405405,positive,56,12976,275,0.6697923644,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacColin.Mott.1977.html,,before July 15
527,M2Lcv4kjg1oP,unknown,LacColin.Mott.1977,Lac Colin,,46.72,-70.3,658,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.36802703,positive,56,12976,275,0.6697923644,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacColin.Mott.1977.html,,before July 15
528,M2Li82rc0jwP,unknown,LacColin.Mott.1977,Lac Colin,,46.72,-70.3,658,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,17.16089189,positive,56,12976,275,0.6697923644,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacColin.Mott.1977.html,,before July 15
653,M2L64f6irzrP,unknown,LostLake_MI.Brubaker.1975,Lost Lake,,46.72,-87.97,524,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.44996875,positive,0,11382.6,335.7,0.7028271221,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LostLake_MI.Brubaker.1975.html,,before July 15
654,M2Lh2rwmljaP,unknown,LostLake_MI.Brubaker.1975,Lost Lake,,46.72,-87.97,524,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.366,positive,0,11382.6,335.7,0.7028271221,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LostLake_MI.Brubaker.1975.html,,before July 15
655,M2Lqr52aoj9P,unknown,LostLake_MI.Brubaker.1975,Lost Lake,,46.72,-87.97,524,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-12.40625,positive,0,11382.6,335.7,0.7028271221,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LostLake_MI.Brubaker.1975.html,,before July 15
1049,M2LjfkfhnwpP,unknown,Sud_duLac_duNoyer.Larouche.1977,Sud du Lac du Noyer,,46.79,-72.84,270,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.806709677,positive,260,10945,342,0.4679457183,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Sud_duLac_duNoyer.Larouche.1977.html,,before July 15
1050,M2LsomrckicP,unknown,Sud_duLac_duNoyer.Larouche.1977,Sud du Lac du Noyer,,46.79,-72.84,270,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-10.80645161,positive,260,10945,342,0.4679457183,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Sud_duLac_duNoyer.Larouche.1977.html,,before July 15
1051,M2Lyf6wkfweP,unknown,Sud_duLac_duNoyer.Larouche.1977,Sud du Lac du Noyer,,46.79,-72.84,270,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.97425806,positive,260,10945,342,0.4679457183,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Sud_duLac_duNoyer.Larouche.1977.html,,before July 15
798,M2L7p5fn09cP,unknown,Moon.Grimm.1996,Moon,,46.86,-98.16,444,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.477992908,positive,-32,13650,81,1.16356383,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Moon.Grimm.1996.html,,before July 15
799,M2LbakiygplP,unknown,Moon.Grimm.1996,Moon,,46.86,-98.16,444,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,21.10215603,positive,-32,13650,81,1.16356383,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Moon.Grimm.1996.html,,before July 15
800,M2Lsys9r95jP,unknown,Moon.Grimm.1996,Moon,,46.86,-98.16,444,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-14.71112057,positive,-32,13650,81,1.16356383,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Moon.Grimm.1996.html,,before July 15
999,M2L6jjg500gP,unknown,Saint-JeanIle_dOrleans.Larouche.1971,Saint-Jean Ile dOrleans,,46.93,-70.93,68,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.27058824,positive,143,6561,309,0.4674353381,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Saint-JeanIle_dOrleans.Larouche.1971.html,,before July 15
1000,M2Lemd7g470P,unknown,Saint-JeanIle_dOrleans.Larouche.1971,Saint-Jean Ile dOrleans,,46.93,-70.93,68,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.54023529,positive,143,6561,309,0.4674353381,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Saint-JeanIle_dOrleans.Larouche.1971.html,,before July 15
1001,M2LyqddixcyP,unknown,Saint-JeanIle_dOrleans.Larouche.1971,Saint-Jean Ile dOrleans,,46.93,-70.93,68,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.038352941,positive,143,6561,309,0.4674353381,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Saint-JeanIle_dOrleans.Larouche.1971.html,,before July 15
1008,RhcdDYg86PD,holoXL2lipd,SchwarzseeobSoelden.Ilyashuk.2011,Schwarzsee ob Soelden,,46.97,10.95,2796,10.1016/j.quascirev.2010.10.008,,,LakeSediment,chironomid,assemblage,"WA, Swiss calibration dataset",7,Some samples are potentially biased since they are beyond the lower limit of the temperature gradient (5.0-18.4 °C) covered by the calibration data set,temperature,degC,abs,T,,Summer,summerOnly,6.425369369,positive,-36.458,10200.217,59.767,0.9768796997,Temp12k,TRUE,,removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/SchwarzseeobSoelden.Ilyashuk.2011.html,,before July 15
1043,GH64430e77,matlab,Steel.Shuman.2016,Steel,,46.97,-94.68,415,10.1016/j.quascirev.2016.03.009,10.1016/ j.quascirev.2003.09.003.,,LakeSediment,pollen,assemblage,,,50-yr binned,temperature,degC,abs,T,air@surface,warmest month,summerOnly,20.12561086,positive,0,11000,50,0,Temp12k,TRUE,,50-yr binned,http://lipdverse.org/globalHolocene/0_27_0/Steel.Shuman.2016.html,,before July 15
1068,M2Lb8lkduf3P,unknown,ThreePinesBog.McAndrews.1990,Three Pines Bog,,47,-80.12,294,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.7644359,positive,-24,7169,173,0.2780481023,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/ThreePinesBog.McAndrews.1990.html,,before July 15
1069,M2Le5r3nhmzP,unknown,ThreePinesBog.McAndrews.1990,Three Pines Bog,,47,-80.12,294,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,3.833641026,positive,-24,7169,173,0.2780481023,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/ThreePinesBog.McAndrews.1990.html,,before July 15
1070,M2Lm347b5srP,unknown,ThreePinesBog.McAndrews.1990,Three Pines Bog,,47,-80.12,294,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-12.92820513,positive,-24,7169,173,0.2780481023,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/ThreePinesBog.McAndrews.1990.html,,before July 15
545,M2L2j1kfv4hP,unknown,LacMarcotte.Labelle.1981,Lac Marcotte,,47.08,-71.42,503,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,17.28893548,positive,96,11075,377,0.455414883,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacMarcotte.Labelle.1981.html,,before July 15
546,M2Leup89khmP,unknown,LacMarcotte.Labelle.1981,Lac Marcotte,,47.08,-71.42,503,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,2.639451613,positive,96,11075,377,0.455414883,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacMarcotte.Labelle.1981.html,,before July 15
547,M2Ltevi9zm8P,unknown,LacMarcotte.Labelle.1981,Lac Marcotte,,47.08,-71.42,503,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.60645161,positive,96,11075,377,0.455414883,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LacMarcotte.Labelle.1981.html,,before July 15
921,M2L0qv5k07fP,unknown,PointEscuminac.Warner.1991,Point Escuminac,,47.08,-64.8,6,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-15.76789773,positive,261,12471,111,1.959281029,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PointEscuminac.Warner.1991.html,,before July 15
922,M2L55sfpyavP,unknown,PointEscuminac.Warner.1991,Point Escuminac,,47.08,-64.8,6,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,0.4792159091,positive,261,12471,111,1.959281029,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PointEscuminac.Warner.1991.html,,before July 15
923,M2Lnoi13syzP,unknown,PointEscuminac.Warner.1991,Point Escuminac,,47.08,-64.8,6,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,15.99261364,positive,261,12471,111,1.959281029,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PointEscuminac.Warner.1991.html,,before July 15
937,M2L6djrw5qgP,unknown,PortageLake.McAndrews.NA,Portage Lake,,47.08,-94.11,397,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.38277586,positive,25,10763,207,0.2793816353,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageLake.McAndrews.NA.html,,before July 15
938,M2L7o12taggP,unknown,PortageLake.McAndrews.NA,Portage Lake,,47.08,-94.11,397,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,20.07074138,positive,25,10763,207,0.2793816353,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageLake.McAndrews.NA.html,,before July 15
939,M2Lyaqo7pu7P,unknown,PortageLake.McAndrews.NA,Portage Lake,,47.08,-94.11,397,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.620551724,positive,25,10763,207,0.2793816353,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PortageLake.McAndrews.NA.html,,before July 15
24,LS96VOAM01,matlab,Ammersee.vonGrafenstein.1996,Ammersee,,47.1,11.0166,533,10.1016/S0016-7037(96)00230-X,,,LakeSediment,d18O,ostracod,0.58 +- 0.11 ppt/deg C,,,d18O,permil,,T,air@surface,,,-4.876552846,positive,-12.08,15588.37,11.28,0,Temp12k,TRUE,MJ,"the response of d180L to the temperature controlled variations in d18Op will be characteristic for each lake and, therefore, must be evaluated by hydrological investigations for any lake used for paleoclimatic reconstructions...d18OL of Lake Ammersee proved to be sensitive to mean air temperature variations with periods higher than 10 years and amplitudes larger than 0.3 Kelvin.",http://lipdverse.org/globalHolocene/0_27_0/Ammersee.vonGrafenstein.1996.html,,before July 15
1036,LPD74b7663d,matlab,Spannagel.Fohlmeister.2012,Spannagel,,47.1167,11.6667,2524,10.1177/0959683612465446,,hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14510,Speleothem,d18O,,,,"d18OcarbVPDB Delta 18O,calcium carbonate,,per mil VPDB,,speleothem,,,N ""They showed that for Spannagel cave higher 18O values characterize a colder climate and vice versa.""",d18O,permil,,T,,,,-7.730472024,negative,-13,9930.6,1.8,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Spannagel.Fohlmeister.2012.html,,before July 15
457,M2L7vpov9ueP,unknown,Irvin.Cushing.1982,Irvin,,47.14,-93.64,478,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.696068182,positive,-20,10771,260,0.4633490872,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Irvin.Cushing.1982.html,,before July 15
458,M2L94hlbgm5P,unknown,Irvin.Cushing.1982,Irvin,,47.14,-93.64,478,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.25231818,positive,-20,10771,260,0.4633490872,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Irvin.Cushing.1982.html,,before July 15
459,M2Ltylc7shoP,unknown,Irvin.Cushing.1982,Irvin,,47.14,-93.64,478,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,20.10254545,positive,-20,10771,260,0.4633490872,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Irvin.Cushing.1982.html,,before July 15
56,M2L89oc7cgfP,unknown,BearBog.McAndrews.1992,Bear Bog,,47.18,-80.16,304,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.87783333,positive,4076,11127,206,0.2836477095,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BearBog.McAndrews.1992.html,,before July 15
57,M2Liw3f5q2yP,unknown,BearBog.McAndrews.1992,Bear Bog,,47.18,-80.16,304,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,3.484,positive,4076,11127,206,0.2836477095,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BearBog.McAndrews.1992.html,,before July 15
